review,rating,helpful_count,date,brand_reply,reply_date,sentiment,product,theme,month
it's awesome 👍🏻 i love this app very much 😻,5,0,01-11-2025 04:03,,,Positive,Dot & Key App,App Experience,2025-11
"I have used dot and key facewash and sunscreen, I can feel the changes on my skin, I am adorable to use dot and key products. My skin has been so soft and shiny after use. Highly recommended to everyone.",5,0,01-11-2025 02:28,,,Positive,Dot & Key App,Product Quality,2025-11
I used watermelon sunscreen it is very good and worthy of money. I really like dot and key products and I also appreciate there customer service who resolved my issue very promptly... 😊,5,1,31-10-2025 17:37,,,Positive,Dot & Key App,"App Experience, Customer Service, Product Quality",2025-10
"Leaves my skin soft, fresh, and glowing. I absolutely love it! 💖",5,0,31-10-2025 16:29,,,Positive,Dot & Key App,Product Quality,2025-10
"💓💓😊😊😊😊😊😊😊💓💓 I absolutely loved using Dot & Key products — they truly deliver what they promise! The texture, fragrance, and results are just amazing. My skin feels softer, brighter, and more hydrated with every use. 💖 Their customer support team is also very responsive and helpful — they quickly resolve queries and make sure customers are satisfied. The packaging is neat, delivery is on time, and the overall experience is wonderful. Highly recommend Dot & Key to anyone looking for",5,5,31-10-2025 13:06,,,Positive,Dot & Key App,"Delivery & Orders, Customer Service, Product Quality",2025-10
"I’ve been using Dot & Key products for a while now, and I’m genuinely impressed. The packaging is cute and eco-friendly, and the formulas feel luxurious on the skin. My skin has become smoother, brighter, and more hydrated. Their Vitamin C Serum gives an instant glow, and the Night Reset Retinol Cream helps reduce dullness. What I love most is that their products are cruelty-free, dermatologically tested, and free from harsh chemicals. Highly recommended for anyone looking for clean, effective,",5,4,31-10-2025 12:24,,,Positive,Dot & Key App,Product Quality,2025-10
"I’ve always struggled to find a skincare brand that balances quality, effectiveness, and gentle care, but your products have completely changed my perspective. From the very first use, I noticed how nourishing and lightweight the formulations are. Over time, my skin texture has improved, my blemishes have started to fade, and my face looks more hydrated and even-toned. I truly appreciate how your brand focuses on natural ingredients. 💗💗🌷",5,8,31-10-2025 12:19,,,Positive,Dot & Key App,"App Experience, Product Quality",2025-10
"I’ve been using your skincare products for a few weeks now, and I’m honestly amazed at the results. My skin feels softer, smoother, and much more radiant than before. What I love the most is how gentle your products are ❤️ they never irritate my skin, yet they give visible results. The texture, fragrance, and quality of each product make my skincare routine feel luxurious and refreshing. I’ve started getting compliments about my glow, and that just proves how effective your products truly are.",5,80,31-10-2025 12:18,,,Positive,Dot & Key App,Product Quality,2025-10
"I recently tried the product mainly sunscreen and fare wash, and I’m absolutely OBSESSED 😍! As someone with super sensitive skin..very good product.",5,0,31-10-2025 08:56,,,Positive,Dot & Key App,Product Quality,2025-10
"very bad app , not sending otp to login , I have placed an order of worth 902 and they are not sending any update regarding this, they don't have proper customer support number, I m going to file a case in consumer court regarding this fraud. this is a fraud app.",1,2,31-10-2025 07:23,,,Negative,Dot & Key App,"Delivery & Orders, App Experience, Customer Service",2025-10
good quality skincare 👍👍,5,0,31-10-2025 07:13,,,Positive,Dot & Key App,Product Quality,2025-10
Very Good Products 🫶🏽,5,0,31-10-2025 06:50,,,Positive,Dot & Key App,Product Quality,2025-10
Dot and key products are my go to skincare products.,5,0,31-10-2025 06:48,,,Positive,Dot & Key App,Product Quality,2025-10
excellent products really satisfied and service really good,5,0,31-10-2025 06:47,,,Positive,Dot & Key App,"Customer Service, Product Quality",2025-10
"good products , prompt service. I use their products on a daily basis",5,0,31-10-2025 06:46,,,Positive,Dot & Key App,"Customer Service, Product Quality",2025-10
Awasome Brand .Loves to use their Products.,5,0,31-10-2025 05:42,,,Positive,Dot & Key App,Product Quality,2025-10
I have purchased so many products from dot and key. It's really good and effective.,5,1,31-10-2025 05:41,,,Positive,Dot & Key App,Product Quality,2025-10
I've not got my refund even after multiple complaints. Worst customer care service with no scope of directly connecting to an agent. I've sent many mails and tried to call many times but of no use.,1,4,31-10-2025 05:11,,,Negative,Dot & Key App,Customer Service,2025-10
I'm not able to find my order details and i prepaid now it's visible itself,2,0,31-10-2025 03:10,,,Negative,Dot & Key App,Delivery & Orders,2025-10
I have been using this product for the last 3 years ... It has given me results but not that much good.. before using this product my skin was combination means oily n dry bt now my skin becomes very dry,4,29,30-10-2025 19:03,,,Positive,Dot & Key App,Product Quality,2025-10
great app,5,0,30-10-2025 17:01,,,Positive,Dot & Key App,App Experience,2025-10
"Absolutely love Dot & Key! 🍊💛 Their Vitamin C range is a total game changer — my skin has never looked this glowing and clear 😍✨ Also, huge kudos to their support team 💕 so polite, helpful & quick to resolve everything 🙌🌸 #Obsessed",5,1,30-10-2025 16:28,,,Positive,Dot & Key App,"Customer Service, Product Quality",2025-10
products are amazing ..,5,0,30-10-2025 16:06,,,Positive,Dot & Key App,Product Quality,2025-10
credit card don't work,1,0,30-10-2025 16:01,,,Negative,Dot & Key App,General,2025-10
great products awesome service,5,0,30-10-2025 10:57,,,Positive,Dot & Key App,"Customer Service, Product Quality",2025-10
"These skincare products are really good. They make my skin soft, fresh, and healthy-looking every day.",5,1,30-10-2025 10:39,,,Positive,Dot & Key App,Product Quality,2025-10
Amazing products,5,0,30-10-2025 10:32,,,Positive,Dot & Key App,Product Quality,2025-10
best ever product,5,0,30-10-2025 10:23,,,Positive,Dot & Key App,Product Quality,2025-10
excellent products,5,0,30-10-2025 10:19,,,Positive,Dot & Key App,Product Quality,2025-10
Best shopping app,5,0,30-10-2025 09:04,,,Positive,Dot & Key App,App Experience,2025-10
Love their products....truly amazing...,5,0,30-10-2025 09:02,,,Positive,Dot & Key App,Product Quality,2025-10
"This is very good, it is helpful and useful, I liked it very much.",5,0,29-10-2025 12:24,,,Positive,Dot & Key App,General,2025-10
"it's useful, and helpful thank you for this owner....",4,0,29-10-2025 12:11,,,Positive,Dot & Key App,General,2025-10
it's so good,5,0,29-10-2025 05:52,,,Positive,Dot & Key App,General,2025-10
good 👍👍,5,0,27-10-2025 17:38,,,Positive,Dot & Key App,General,2025-10
Worst customer care service.Never buy from this app . Bots answer the call .,1,0,26-10-2025 12:32,,,Negative,Dot & Key App,"App Experience, Customer Service",2025-10
The worst thing about this app is they set the automated customer care service and no one is coming to resolve any query and their service is also very slow I applied for dot and key divas program and it's been 7 months they have not approved it and I see many other creators applied it and their application get approved within 2 months whereas my application been 7 months no response no approval. Very slow service and customer care is also not available nor resolved with any issue.,1,6,25-10-2025 12:48,,,Negative,Dot & Key App,"App Experience, Customer Service",2025-10
Good product,5,0,24-10-2025 13:23,,,Positive,Dot & Key App,Product Quality,2025-10
products are worth the price but customer support need to improve,4,7,24-10-2025 07:08,"Hi megha! We deeply regret the inconvenience caused to you. Kindly share your contact details by dropping an email to care@dotandkey.com so that we can look into it further and assist you in a better way. Best Regards.
",12-04-2025 05:31,Positive,Dot & Key App,"Customer Service, Product Quality",2025-10
I love dot and key,5,0,23-10-2025 16:22,,,Positive,Dot & Key App,General,2025-10
bekar,1,0,23-10-2025 11:22,,,Negative,Dot & Key App,General,2025-10
too slow,2,0,23-10-2025 05:47,,,Negative,Dot & Key App,App Experience,2025-10
I love more products,4,0,19-10-2025 08:29,,,Positive,Dot & Key App,Product Quality,2025-10
I have ordered my product fom 29 September but it has been a month and the orders not yet being delivered. only the date is changing and their is no support agent who can address the issue. The service is very poor and the refund is also not being initiated. I want you to cancel my order and return my money back to the bank ID provided. I have told several times in whatsapp group but there is no supporting agent till now who is addressing my issue.,1,7,18-10-2025 15:26,,,Negative,Dot & Key App,"Delivery & Orders, App Experience, Customer Service, Product Quality",2025-10
i dont know how each month new update is there in the app everytime i open the app there is new update and i cant open app unless it is updated,1,1,18-10-2025 07:54,,,Negative,Dot & Key App,App Experience,2025-10
nice,5,0,18-10-2025 06:18,,,Positive,Dot & Key App,General,2025-10
♥️,5,0,18-10-2025 05:32,,,Positive,Dot & Key App,General,2025-10
"“Dot & Key has become one of my favourite skincare brands! I’ve used so many of their products — from their moisturizers to serums and sunscreens — and each one feels so gentle yet effective on my skin. The best part is, their products are dermatologically tested and free from harsh chemicals. 🌿✨ Highly recommend it to anyone who loves clean, effective skincare!”",5,19,16-10-2025 06:20,,,Positive,Dot & Key App,Product Quality,2025-10
